sentence_id,sentence,instance_form_long,instance_form,instance_lemma,comp1_id,comp1_form,comp1_feats,comp1_lemma,comp2_id,comp2_form,comp2_feats,comp2_lemma,manual_annotation,comment,gpt1,gemma1
4862005,"Teine üllatus oli see , et Missis Worldi 35 võistlejast enamik oli Ameerikast .",missis worldi 35 võistlejast enamik,võistlejast enamik,võistlejast enamik,10,võistlejast,sg el,võistleja,11,enamik,sg n,enamik,other,government,elative_attribute,elative_attribute
14480939,Autospordi vastu äratas türklanna huvi tema motospordifännist kasuisa .,tema motospordifännist kasuisa,motospordifännist kasuisa,motospordifännist kasuisa,7,motospordifännist,sg el,motospordifänn,8,kasuisa,sg n,kasuisa,elative_attribute,,elative_attribute,elative_attribute
3396493,""" Esmalt on avatud autokapott , välja tõmmatud akujuhtmed , täielikult on lõhutud või lõigatud juhipoolse ukse lukk , purustatud aknaklaas ning varastatud autost esemed , "" kirjeldab Kõiv varaste tegutsemist .",ning varastatud autost esemed,autost esemed,autost ese,24,autost,sg el,auto,25,esemed,pl n,ese,error,syntax,other,other
8302507,TAVAPäRASELT ON JAGUARITEL väärispuiduga kaetud armatuurlaua alumine pool ning samast materjalist ehisdetailid ilutsevad ka kõigil ustel .,samast materjalist ehisdetailid,materjalist ehisdetailid,materjalist ehisdetail,11,materjalist,sg el,materjal,12,ehisdetailid,pl n,ehisdetail,elative_material,,elative_material,elative_material
12943002,"Parts peab aga tolle õnnetu kõne eest võtma löögi enda peale , kuigi õnnetuse tõid talle kaela kaitseministeeriumi ametnikud ja argpüksist kaitseminister Jaak Jõerüüt .",ja argpüksist kaitseminister jaak jõerüüt,argpüksist kaitseminister,argpüksist kaitseminister,21,argpüksist,sg el,argpüks,22,kaitseminister,sg n,kaitseminister,elative_attribute,,other,other
8157180,Europarlamendi keskerakondlasest vaatleja Peeter Kreitzberg oli välislähetustes 35 päeva .,europarlamendi keskerakondlasest vaatleja peeter kreitzberg,keskerakondlasest vaatleja,keskerakondlasest vaatleja,2,keskerakondlasest,sg el,keskerakondlane,3,vaatleja,sg n,vaatleja,elative_attribute,,elative_attribute,elative_attribute
1674138,""" See on esimene sellesarnane maopüünis maailmas , "" ütles 12-liikmelise ekspertrühma rootslasest juht Jan Sundberg .",12-liikmelise ekspertrühma rootslasest juht jan sundberg,rootslasest juht,rootslasest juht,13,rootslasest,sg el,rootslane,14,juht,sg n,juht,elative_attribute,,elative_attribute,elative_attribute
3172239,Vähemalt üks maja on Tiesenhausenitele vanalinnas veel kuulunud - Rüütli tänava majas number 14 on säilinud kivist aknapõsk sugupuu reljeefiga aastatest 1606-1621.,kivist aknapõsk,kivist aknapõsk,kivist aknapõsk,17,kivist,sg el,kivi,18,aknapõsk,sg n,aknapõsk,elative_material,,elative_material,elative_material
8746923,Saksa keelest Katrin Kaugver .,saksa keelest katrin kaugver .,keelest katrin,keelest Katrin,2,keelest,sg el,keel,3,katrin,sg n,Katrin,other,ellips,other,other
12506393,"Läänemerele kanuuga ringi peale teha üritava rootslasest seikleja Bengt Hanssoni merereis takerdus üleeile Narvas , kui Vene piirivalve ta kinni võttis ning viisa olemasolust hoolimata Eestisse tagasi saatis .",läänemerele kanuuga ringi peale teha üritava rootslasest seikleja bengt hanssoni,rootslasest seikleja,rootslasest seikleja,7,rootslasest,sg el,rootslane,8,seikleja,sg g,seikleja,elative_attribute,,elative_attribute,elative_attribute
3742172,"Rahvaliitlasest nõukogu liige Cardo Remmel märkis : "" Isiklikult püüan vältida poliitika sekkumist meditsiini , kultuuri ja teistesse valdkondadesse .",rahvaliitlasest nõukogu,rahvaliitlasest nõukogu,rahvaliitlasest nõukogu,1,rahvaliitlasest,sg el,rahvaliitlane,2,nõukogu,sg g,nõukogu,error,syntax,elative_attribute,elative_attribute
8875433,"1918. aastal tuli Tartusse , töötas joonistusõpetajana kaubanduskeskkoolis ja õhtugümnaasiumis , alates 1922. aastast Eesti Noorsoo Kasvatuse Seltsi koolis .",", alates 1922. aastast eesti noorsoo kasvatuse seltsi koolis",aastast koolis,aastast kool,14,aastast,sg el,aasta,19,koolis,sg in,kool,other,MIS AJAST KUS,other,other
4317543,Männisindlist katus tõmmati tõrva asemel üle toonitud puiduimmutusvahendiga .,männisindlist katus,männisindlist katus,männisindlist katus,1,männisindlist,sg el,männisindel,2,katus,sg n,katus,elative_material,,elative_material,other
15753712,"Nimetatud valmistamisetapis võib seega importida nii džuudist põhimikku kui ka/ või tehislõnga , kui massiga seotud tingimused on täidetud .",nii džuudist põhimikku kui ka / või tehislõnga,džuudist põhimikku,džuudist põhimik,7,džuudist,sg el,džuut,8,põhimikku,adt,põhimik,elative_material,?,elative_material,elative_attribute
4457539,"Üks loomateadvuse uurijaid on eesti soost närviteadlane Jaak Panksepp , kes peab loomadel teadvuse olemasolu enesestmõistetavaks .","eesti soost närviteadlane jaak panksepp , kes peab loomadel teadvuse olemasolu enesestmõistetavaks",soost närviteadlane,soost närviteadlane,6,soost,sg el,sugu,7,närviteadlane,sg n,närviteadlane,other,collective,other,other
15706322,"Kuna kõneminutihind Eesti Telefoni võrgust mobiiltelefoni võrkudesse oli tollal tunduvalt kallim ( ASil EMT 4.53 , Radiolinja Eesti ASil 3.90 ja ASil Ritabell 5.45 ) , siis ka mõneminutised kõned mõjutasid arve suurust .",eesti telefoni võrgust mobiiltelefoni,võrgust mobiiltelefoni,võrgust mobiiltelefon,5,võrgust,sg el,võrk,6,mobiiltelefoni,sg g,mobiiltelefon,error,syntax,other,other
7579767,"Maksukohustuslasest reisiteenuste osutajal võib osal maksustamisperioodidel tekkida negatiivne marginaali summa ja osal perioodidel positiivne marginaali summa , mis aastakokkuvõttes võib tekitada ebaõiglase maksustamise.",maksukohustuslasest reisiteenuste,maksukohustuslasest reisiteenuste,maksukohustuslasest reisiteenus,1,maksukohustuslasest,sg el,maksukohustuslane,2,reisiteenuste,pl g,reisiteenus,error,syntax,elative_attribute,elative_attribute
2953133,"Aasta sellest tuleb mehel reaalselt vanglas istuda , ülejäänud karistusest mees vabastatakse , kui ta kahe aasta jooksul uut kuritegu toime ei pane , kirjutas Nädaline .",ülejäänud karistusest mees,karistusest mees,karistusest mees,10,karistusest,sg el,karistus,11,mees,sg n,mees,error,syntax,other,other
3534589,"Kultuurimaa juubelinumbris süüdistab ajalehe väljaandja Mati Kebina vastates Ants Juske kommentaarile Eesti Päevalehes ilmunud kommentaarile kultuurilehtede kohta Ants Juskele "" lähedast isikut "" kriminaalses teos : Kultuurimaa toimetusest kaastööde ja muu sellele kuuluva kõrvaldamises .",: kultuurimaa toimetusest kaastööde ja muu sellele kuuluva kõrvaldamises,toimetusest kaastööde,toimetusest kaastöö,28,toimetusest,sg el,toimetus,29,kaastööde,pl g,kaastöö,error,syntax,other,other
15737356,"“ Toilas loojub haldusreformi päike lõplikult , ” lõõpis üks lõuapoolikust ametimees 2.-3. septembril Toilas toimunud regionaalhalduse reformi konverentsil .",üks lõuapoolikust ametimees 2.,lõuapoolikust ametimees,lõuapoolikust ametimees,11,lõuapoolikust,sg el,lõuapoolik,12,ametimees,sg n,ametimees,elative_attribute,,other,other
10551286,"Nii lahkub üks pool kohtust solvumistundega hinges , aga kangemad tõmbavad peo taskus rusikasse .",kohtust solvumistundega hinges,kohtust solvumistundega,kohtust solvumistunne,5,kohtust,sg el,kohus,6,solvumistundega,sg kom,solvumistunne,error,syntax,other,other
7579632,"Maksukohustuslasena registreerimise piirmäära hulka arvatakse käive , välja arvatud maksuvaba käive , mille tekkimise koht on Eesti ; teenuse osutamine , mille käibe tekkimise koht ei ole Eesti : välisriigis asuva kinnisasjaga seotud teenus , sealhulgas ehitamine , hindamine , hooldamine või kinnisasja võõrandamiseks , ehitamise ettevalmistamiseks või korraldamiseks osutatav teenus ning majutusteenus , välisriigis osutatav kultuuri- , kunsti- , spordi- , haridus- , teadus- või meelelahutusteenus , mille hulka arvatakse ka asjaomase ürituse korraldamine , välisriigis asuva vallasasja remontimine , hindamine , töötlemine või kokkupanek , välja arvatud juhul , kui vallasasi on toimetatud remontimiseks , hindamiseks , töötlemiseks või kokkupanekuks Eestist teise liikmesriiki ajutiselt ning teenust osutatakse Eestis registreeritud maksukohustuslasele , veoteenus , kaasa arvatud kaubavedu ja kaubaveoga seotud transpordivahendi vedu , reisijate ja nende isikliku pagasi , sealhulgas isikliku transpordivahendi vedu ja sellise veo korraldamine , mis täielikult või osaliselt osutatakse välisriigis , kauba Eestist teise liikmesriiki veo teenus , sellise kaubaveo korraldamise teenus või sellega seotud kõrvalteenuseid osutatakse isikule , kes ei ole üheski liikmesriigis maksukohustuslasena registreeritud , veoteenus , mille käibe tekkimise koht on Eesti , kui Eestis registreeritud maksukohustuslasele või piiratud maksukohustuslasele osutatakse kauba ühest liikmesriigist teise veo teenust , kaasa arvatud kauba vedu Eestisse või Eestist , sellise kaubaveo korraldamise teenus ning sellega seotud kõrvalteenused , kauba teisest liikmesriigist Eestisse või väljaspool Eestit ühest liikmesriigist teise veo teenus , sellise kaubaveo korraldamise teenus ning sellega seotud kõrvalteenused , kui teenus osutatakse isikule , kes ei ole üheski liikmesriigis maksukohustuslasena registreeritud , kauba ekspordiga seotud kaubaveo korraldamise teenus ning sellega seotud kõrvalteenused .","ühest liikmesriigist teise veo teenus , sellise kaubaveo korraldamise teenus ning sellega seotud kõrvalteenused , kui teenus osutatakse isikule , kes ei ole üheski liikmesriigis maksukohustuslasena registreeritud , kauba ekspordiga seotud kaubaveo korraldamise teenus ning sellega seotud kõrvalteenused",liikmesriigist teenus,liikmesriigist teenus,222,liikmesriigist,sg el,liikmesriik,225,teenus,sg n,teenus,error,syntax,other,other
3527244,"Mõnel juhul sisaldab see ka sotsiaalmaksu , aga enamik lapsehoidjaid töötab agentuurideski kas füüsilisest isikust ettevõtjana , sel juhul ka mingil määral makse makstes , või sisuliselt illegaalselt .",kas füüsilisest isikust ettevõtjana,isikust ettevõtjana,isikust ettevõtja,15,isikust,sg el,isik,16,ettevõtjana,sg es,ettevõtja,elative_attribute,,elative_attribute,other
4700561,"Vehklemine elab edasi põlvest põlve , "" lisas ta ja tõmbas selga valge vehklemisrüü , et õpetada oma eeskujulikku vehklemistehnikat lastele .",põlvest põlve,põlvest põlve,põlvest põli,4,põlvest,sg el,põlv,5,põlve,sg p,põli,other,KUST KUHU,other,other
13309662,"Natsid huvitusid vedadest ja Pühast Graalist , maagiast .",ja pühast graalist,pühast graalist,pühast Graal,5,pühast,sg el,püha,6,graalist,sg el,Graal,error,adjective,other,other
10797114,"Ta kurtis , et praegu ei saa üksikisik erinevalt juriidilisest isikust maksuseaduse tõttu maksuvabalt sihtotstarbelisi annetusi teha , kuid kinnitas , et see olukord muutub kindlasti .",juriidilisest isikust maksuseaduse tõttu,isikust maksuseaduse,isikust maksuseadus,11,isikust,sg el,isik,12,maksuseaduse,sg g,maksuseadus,error,syntax,elative_attribute,other
4579875,"Tahvli alusplaat on graniidist ja plaadil on pronksist bareljeef , mis kujutab Amandus Adamsoni kavandatud sammast .","pronksist bareljeef , mis kujutab amandus adamsoni kavandatud sammast",pronksist bareljeef,pronksist bareljeef,8,pronksist,sg el,pronks,9,bareljeef,sg n,bareljeef,elative_material,,elative_material,elative_material
14584739,""" Sellist ühiskondlikku nõuet ei olnud - keegi ei tulnud selle pealegi , et normist erinevusi võiks olla .",normist erinevusi,normist erinevusi,normist erinevus,15,normist,sg el,norm,16,erinevusi,pl p,erinevus,other,copula,other,other
10422744,Pikast karvast tugev lõng,pikast karvast tugev lõng,karvast lõng,karvast lõng,2,karvast,sg el,karv,4,lõng,sg n,lõng,elative_material,,elative_material,elative_material
11605854,"Tavapäraseks riietuseks olid kitsad liibuvad püksid , mille peal kanti  chaps'  e ehk sääriseid , kõrge kontsaga saapad , mille küljes kannused , puuvillased vestid ja pehmest vildist kaabud .",ja pehmest vildist kaabud,vildist kaabud,vildist kaabu,29,vildist,sg el,vilt,30,kaabud,pl n,kaabu,elative_material,,elative_material,elative_material
3742655,"Vägilasest vene karu teeb kohalikele kõrbenomaadidele eesotsas Abdullaga praktiliselt üksinda otsa peale ning on muidu andunud vabadusekuulutaja , rääkides süsisilmsetele haaremlannadele , kuidas seltsimehed naised saavad tänu revolutsioonile ekspluateerimisest vabaks .",vägilasest vene karu,vägilasest karu,vägilasest karu,1,vägilasest,sg el,vägilane,3,karu,sg n,karu,elative_attribute,,elative_attribute,elative_attribute
4583059,"On täiesti mõistetav , et inimesed elavad kaasa kodumeeskonnale ja soovivad kõigest hingest lemmikute võitu .",kõigest hingest lemmikute,hingest lemmikute,hingest lemmik,13,hingest,sg el,hing,14,lemmikute,pl g,lemmik,error,syntax,other,other
12558786,Enda reklaamimiseks 36 500 krooni kulutanud väliseestlasest ajakirjanik Heikki Tann kogus 119 häält .,enda reklaamimiseks 36 500 krooni kulutanud väliseestlasest ajakirjanik heikki tann,väliseestlasest ajakirjanik,väliseestlasest ajakirjanik,6,väliseestlasest,sg el,väliseestlane,7,ajakirjanik,sg n,ajakirjanik,elative_attribute,,elative_attribute,elative_attribute
9832058,"Viienda episoodi “ Professor ” ( “ Õpetaja ” ) peategelaseks on tüüpiline napollasest õpetaja , kes tasu eest nõustab kogu kvartali elanikke .","tüüpiline napollasest õpetaja , kes tasu eest nõustab kogu kvartali elanikke",napollasest õpetaja,napollasest õpetaja,14,napollasest,sg el,napollane,15,õpetaja,sg n,õpetaja,elative_attribute,,elative_attribute,elative_attribute
6061230,""" Ma ei ole optimistlik , "" ütles sunniidist läbirääkija Kamal Hamdoun pühapäeval .",sunniidist läbirääkija kamal hamdoun,sunniidist läbirääkija,sunniidist läbirääkija,9,sunniidist,sg el,sunniit,10,läbirääkija,sg n,läbirääkija,elative_attribute,,elative_attribute,elative_attribute
14918578,( 2 ) Füüsilisest isikust ettevõtjana tegutseva patendivoliniku andmed peavad olema kantud äriregistrisse .,füüsilisest isikust ettevõtjana,isikust ettevõtjana,isikust ettevõtja,5,isikust,sg el,isik,6,ettevõtjana,sg es,ettevõtja,elative_attribute,,elative_attribute,other
3464597,"1996. aastal kaotasime taas kulutuste osas , kuid president Clintonist sai pärast 40 aastast vaheaega esimene demokraadist president , kes Valgesse Majja tagasi valiti , "" tõdes Sandler , kelle sõnul ei suuda demo-kraadid kunagi nii palju raha koguda kui vabariiklased .","esimene demokraadist president , kes valgesse majja tagasi valiti",demokraadist president,demokraadist president,17,demokraadist,sg el,demokraat,18,president,sg n,president,elative_attribute,,elative_attribute,elative_attribute
3523038,"Tema teada olevat Taist paberid preemiapunktidega saabunud , kuid ümber-arvestust pole veel tehtud .",taist paberid,taist paberid,taist paber,4,taist,sg el,tai,5,paberid,pl n,paber,error,syntax,elative_attribute,elative_attribute
8908481,"Mina , Andreas , jumala ja taanlaste kuninga armust Lundi peapiiskop ja Tallinna haldur Eestimaal , kirjutan seda 21-se augusti ööl Issanda aastal 1221 oma hingehädas –",", jumala ja taanlaste kuninga armust lundi peapiiskop",armust peapiiskop,armust peapiiskop,9,armust,sg el,arm,11,peapiiskop,sg n,peapiiskop,other,?,other,other
6939720,"Saksamaa koolides on klasse , milles on näiteks 17 rahvusest lapsi : jordaania tütarlaps mängib suure vaimustusega burkas korvpalli , moslemi lapsed loevad vahetunnil Allahile palveid , nii mõnigi vaid pursib saksa keelt .",17 rahvusest lapsi,rahvusest lapsi,rahvusest laps,10,rahvusest,sg el,rahvus,11,lapsi,pl p,laps,other,quantifier construction,other,other
1560940,"Eelnõus sisalduvad olulisemad muudatused puudutavad dividendide maksustamise reegleid , maksuvabade piirkondadega arveldamise reguleerimist , ning füüsilisest isikust ettevõtjaid puudutavaid sätteid , teatas rahandusministeerium .",füüsilisest isikust ettevõtjaid,isikust ettevõtjaid,isikust ettevõtja,17,isikust,sg el,isik,18,ettevõtjaid,pl p,ettevõtja,elative_attribute,,elative_attribute,other
11277417,Korvpalli profiliiga NBA serblasest korvpallur Marko Jaric on leidnud uue kallima – Brasiilia supermodelli Adriana Lima .,korvpalli profiliiga nba serblasest korvpallur marko jaric,serblasest korvpallur,serblasest korvpallur,4,serblasest,sg el,serblane,5,korvpallur,sg n,korvpallur,elative_attribute,,elative_attribute,elative_attribute
4486993,"NATO väekontingendi komandör Makedoonias , kindral Gunnar Lange , teavitas täna ametlikult president Boris Trajkovskit , et albaanlasest sissid on ära andnud kõik vastava kokkuleppe alusel loovutamisele kuulunud relvad .",albaanlasest sissid,albaanlasest sissid,albaanlasest siss,18,albaanlasest,sg el,albaanlane,19,sissid,pl n,siss,elative_attribute,,elative_attribute,elative_attribute
5148533,"Populaarses gayklubis Nightman sajab näiteks laest merevahtu ja inimesi oodataks rannariietes-bikiinides ( see , kuidas bikiinides kodust klubisse jõuda on muidugi iseasi ) .",näiteks laest merevahtu,laest merevahtu,laest merevaht,6,laest,sg el,lagi,7,merevahtu,sg p,merevaht,error,syntax,other,other
15430940,Tsiteeritud  foorumist kasutaja aapee .,tsiteeritud foorumist kasutaja aapee .,foorumist aapee,foorumist aapee,2,foorumist,sg el,foorum,4,aapee,sg n,aapee,other,ellips,other,other
14207367,"Et klaasist sein ei kata vanni täies ulatuses , pääseb ruumis õhk liikuma .",klaasist sein,klaasist sein,klaasist sein,2,klaasist,sg el,klaas,3,sein,sg n,sein,elative_material,,elative_material,elative_material
