member_1,member_2,phrase_case,frequency
rahvaliitlasest,rahandusminister,n,8
esmaspäevast,istung,p,8
riigist,väljaviimine,p,8
pronksist,koopia,n,8
pankrotivarast,välistamine,g,8
ekskommunistist,president,n,8
rasedusest,hoidumine,g,8
keskerakondlasest,aseesimees,g,8
ühisstardist,vabatehnikasõit,in,8
puidust,elumaja,g,8
nahast,tugitool,n,8
klaasist,mees,n,8
käibemaksust,vabastamine,n,8
klaasist,katus,n,8
sõjapüssist,laskmine,in,8
kokkuleppehinnast,piir,ad,8
õhtust,inimene,n,8
õhtust,dimka,n,8
üksikisikust,ettevõtja,tr,7
keelest,tõlkimine,g,7
saalist,lahkumine,p,7
pahest,vabanemine,tr,7
pronksist,autasu,p,7
neljapäevast,istung,p,7
riigieelarvest,toetus,g,7
agentuurist,dpa,n,7
ametist,lahkumine,ter,7
päikesest,rammestunu,n,7
mitte-eestlasest,kodanik,p,7
jugoslaavlasest,tsenter,n,7
lauast,tõusmine,p,7
turuhinnast,kallim,abl,7
soost,laps,g,7
leedulasest,tsenter,g,7
isamaaliitlasest,peaminister,n,7
sügisest,kevad,ter,7
koonderakonnast,lahkumine,tr,7
otsast,alustamine,n,7
vangist,vabanenu,all,7
menetlusest,väljahääletamine,g,7
sotsiaaldemokraadist,kantsler,g,7
liidust,lahkumine,g,7
aastast,peadirektor,n,7
riigist,väljaviimine,tr,7
tekstist,arusaamine,n,7
ametist,vabastamine,all,7
maksust,vabastamine,tr,7
märtsist,november,ter,7
abielust,poeg,n,7
komisjonist,lahkumine,p,7
hollandlasest,kohtunik,n,7
soost,arst,n,7
isikust,maksumaksja,n,7
kommunistist,duumasaadik,n,7
istungist,osavõtja,n,7
vabariiklasest,kongresmen,g,7
pensionärist,õpetaja,n,7
meessoost,kodanik,p,7
võistlusest,loobumine,n,7
sulest,raamat,n,7
demokraadist,asepresident,n,7
norralannast,fotomodell,g,7
sotsiaaldemokraadist,parlamendisaadik,n,7
päevast,päev,g,7
tagumikust,näpistamine,n,7
vastusest,arupärimine,all,7
põhikoolist,väljalangemine,g,7
ühisstardist,sõit,p,7
koondisest,lahkumine,p,7
lätlasest,mängujuht,n,7
mitteitaallasest,paavst,n,7
menetlusest,väljaarvamine,kom,7
majast,lahkumine,g,7
isikust,investor,p,7
ametist,tagasiastumine,g,7
tähtajast,mittekinnipidamine,g,7
välismaalasest,peatreener,n,7
taanlasest,peatreener,n,7
ameeriklasest,treener,n,7
hädaolukorrast,teavitamine,g,7
residendist,maksumaksja,n,7
retkest,osavõtja,n,7
kodakondsusest,loobumine,n,7
vigastusest,paranemine,g,7
rivist,väljalangemine,g,7
mõniteist,aasta,p,7
edust,innustatu,es,7
finaalist,väljajäämine,n,7
kullast,kõrvarõngas,n,7
juulist,detsember,ter,7
esiuksest,sisenemine,n,7
saapapuhastajast,miljonär,tr,7
ettevõtlusest,tulu,p,7
teisipäevast,otsus,p,7
eestlasest,isa,n,7
taanlasest,väravavaht,n,7
aastast,professor,es,7
rootslasest,omanik,n,7
ametist,loobumine,n,7
pronksist,kuju,g,7
ametist,tagasiastumine,p,7
häbist,pääsemine,tr,7
pealinnast,lõuna,in,7
abielust,tütar,n,7
välismaalasest,omanik,n,7
keskerakondlasest,liige,p,7
poliitikast,võõrandumine,g,7
ärimehest,abikaasa,n,7
brasiillasest,väravavaht,n,7
operatsioonist,taastumine,n,7
joodikust,ema,n,7
operatsioonist,taastumine,tr,7
itaallasest,kohtunik,n,7
näitlejannast,abikaasa,n,7
ärimehest,regionaalminister,n,7
kreeklasest,mängujuht,n,7
ahjust,võtmine,p,7
tippspordist,lahkumine,p,7
üritusest,osa,n,7
puidust,riiul,n,7
meessoost,järeltulija,n,7
keskerakondlasest,rahanduskomisjon,g,7
keskerakondlasest,saadik,g,7
laibast,pruut,n,7
kontekstist,väljarebitu,es,7
paekivist,ehitis,n,7
ärimehest,abikaasa,g,7
puidust,vahelagi,n,7
soost,kunstnik,n,7
kodanikust,abikaasa,g,7
vabariiklasest,linnapea,n,7
kultuuripoliitikast,lähiaasta,ad,7
õnnetusest,pääsenu,g,7
taevast,teade,n,7
lihast,loobumine,n,7
klaasist,kuppel,n,7
riigieelarvest,rahastamine,g,7
juhiloast,ilmajäämine,n,7
šotlasest,eksmaailmameister,n,7
soomlasest,abikaasa,n,7
rahvusest,noor,n,7
eelmüügist,pilet,g,7
jaanuarist,november,ter,7
ametist,juhatus,g,7
puust,kast,n,7
villast,lõng,g,7
eraldistardist,sõit,ad,7
lätlasest,temporündaja,n,7
vastutusest,kõrvalehiilimine,n,7
reformierakondlasest,vanem,n,7
eestlasest,liige,n,7
eestlasest,peatreener,n,7
sotsiaaldemokraadist,saadik,g,7
kodust,kilomeeter,g,7
tuhast,tõusmine,n,7
nahast,king,n,7
spordist,loobumine,g,7
isikust,aktsionär,ad,7
valust,vabanemine,tr,7
kapitalist,liikmesriik,all,7
eraisikust,aktsionär,g,7
kunstnahast,kott,n,7
demokraadist,presidendikandidaat,n,7
vibratsioonist,kasutamine,g,7
väljastamisest,keeldumine,g,7
omandist,loobumine,n,7
isikust,vedaja,g,7
andmekogust,andmed,g,7
erukindralist,kuberner,n,7
rahvusest,elanik,g,7
maamaksust,vabastamine,p,7
massist,piimarasv,p,7
rahvusest,laps,g,7
tootmisest,kõrvaldamine,tr,7
cif-väärtusest,ühendus,g,7
rahvusest,noormees,p,7
välismaalasest,abikaasa,g,7
kandmisest,keeldumine,g,7
soost,laps,p,7
põhikoolist,väljalangemine,n,7
sakslasest,omanik,n,7
bilansist,bilanss,adt,7
haiglast,lahkunu,g,7
riigist,väljasaatmine,all,7
tasakaalust,väljaviimine,n,7
aastast,peadirigent,n,7
perioodist,maksustamine,all,7
mitteresidendist,isik,n,7
silmast,kohtumine,n,7
erakonnast,lahkumine,p,7
eestlasest,juht,n,7
klaasist,loomaaed,n,7
lätlasest,võõrleegionär,n,7
karistusest,vabastamine,tr,7
palestiinlasest,terrorist,g,7
keskerakondlasest,sotsiaalminister,g,7
paigaltstardist,sõit,in,7
poorbetoonist,ehitusplokk,g,7
ümarlauast,osavõtja,n,7
iraaklasest,politseinik,p,7
fraktsioonist,lahkumine,n,7
koolist,väljalangemine,p,7
piirkiirusest,kinnipidamine,p,7
sakslasest,paavst,n,7
tehasest,väljastamine,ad,7
nupust,nikastanu,n,7
plika_tartust,ommik,n,7
muusikust,isa,n,6
rivist,väljaminek,n,6
palgapäevast,palgapäev,ter,6
terasest,närv,n,6
eraisikust,ettevõtja,g,6
meessoost,kodanik,n,6
tööst,ilmajäämine,p,6
pensionärist,naine,n,6
aastast,akadeemik,n,6
arstist,ema,n,6
isamaaliitlasest,siseminister,g,6
indialasest,peaminister,n,6
kasutamisest,loobumine,n,6
linnast,lahkumine,g,6
leedulannast,abikaasa,n,6
perest,laps,n,6
rahvusest,noormees,g,6
ameeriklasest,ründaja,n,6
meditsiiniõest,ema,n,6
eestlasest,noormees,n,6
kontekstist,väljarebimine,n,6
lepingust,loobumine,p,6
rahvusest,laps,all,6
koonderakondlasest,linnapea,g,6
standardpüstolist,laskmine,in,6
haiglast,väljasaamine,p,6
vastutusest,pääsemine,tr,6
metsast,tulek,p,6
elust,lahkumine,tr,6
rivist,väljalangemine,n,6
rahvusest,vanem,n,6
vabariiklasest,poliitik,n,6
üritusest,osa,p,6
presidendist,abikaasa,p,6
eraisikust,ettevõtja,es,6
konservatiivist,ekspeaminister,n,6
paradiisist,väljaajamine,n,6
stardist,finish,ter,6
ärimehest,poliitik,n,6
aknast,vaade,n,6
brasiillasest,peatreener,n,6
villast,riie,p,6
lapsest,loobumine,g,6
kullast,sõrmus,n,6
erakonnast,väljaastumine,g,6
kongressist,osavõtja,n,6
riigilõivust,vabastamine,tr,6
keskerakondlasest,linnavolikogu,g,6
juunist,detsember,ter,6
venelasest,ärimees,n,6
võistlusest,osavõtja,n,6
norralasest,poolkaitsja,g,6
nahast,rõivas,n,6
inglasest,juhendaja,n,6
kohast,loobumine,n,6
kivist,sein,n,6
juulist,november,ter,6
ärimehest,sõber,n,6
haiglast,kodu,adt,6
poliitikust,minister,n,6
välismaalasest,treener,g,6
puust,mööbel,n,6
meremehest,isa,n,6
kommunistist,saadik,n,6
okupatsioonist,vabanemine,g,6
kohast,loobumine,el,6
sotsist,peaminister,n,6
maratonist,osavõtja,n,6
tööst,aeg,p,6
kasutusest,kõrvaldamine,n,6
koolist,väljaheitmine,p,6
linnast,lahkumine,p,6
demokraadist,presidendikandidaat,g,6
klaasist,kasvuhoone,n,6
rootslasest,liige,n,6
maailmast,arusaamine,n,6
kandmisest,vabastamine,n,6
diktaatorist,president,n,6
vigastusest,taastumine,tr,6
üksikisikust,annetaja,n,6
peatusest,väljumine,p,6
demokraadist,rivaal,n,6
muusikalist,maitse,p,6
haiglast,pääsemine,p,6
vineerist,mööbel,n,6
kivist,maja,n,6
tonnist,põlevkivi,el,6
kodust,äraolek,n,6
laupäevast,esmaspäev,ter,6
filipiinlasest,pantvang,p,6
parklast,väljasõit,ad,6
kivist,alus,g,6
reformierakondlasest,maavanem,g,6
foorumist,osavõtja,n,6
üksikisikust,ettevõtja,all,6
rahvusest,inimene,all,6
internetist,ostmine,g,6
kummist,jalats,n,6
dolomiidist,alus,ad,6
rasedusest,hoidumine,n,6
sõjaväest,naasmine,p,6
eestlasest,temporündaja,n,6
norralasest,ärimees,n,6
metallist,kett,n,6
ülikoolist,väljaheitmine,n,6
ameeriklasest,juht,n,6
kullast,sõrmus,p,6
hõbedast,värv,p,6
abipolitseinikust,kaitseliitlane,p,6
advokaadist,abikaasa,n,6
reformierakondlasest,riigikogulane,n,6
pühapäevast,kohtumine,p,6
tütarlapsest,naine,tr,6
ukrainlasest,ründaja,n,6
uksest,väljumine,p,6
kullast,kaelakee,n,6
juhtumist,ajendatu,es,6
vundamendist,katus,ter,6
seksist,hoidumine,n,6
albaanlasest,põgenik,p,6
hollandlasest,agent,g,6
keskpäevast,südaöö,ter,6
klaasist,anum,n,6
saarlasest,liige,n,6
naissoost,liige,n,6
hollandlasest,tsenter,n,6
türklasest,reisija,n,6
tassist,kohv,el,6
hollandlasest,poolkaitsja,g,6
argentiinlasest,ründaja,n,6
kaalust,mahavõtmine,n,6
metallist,asi,n,6
soost,mees,p,6
juristist,abikaasa,g,6
taanlasest,treener,n,6
argentiinlasest,poolkaitsja,g,6
mängust,võit,n,6
isamaaliitlasest,linnapea,p,6
mõniteist,kilomeeter,p,6
leedulasest,ääremängija,n,6
eestlasest,mees,n,6
reedest,mäng,p,6
ameeriklasest,tagamesi,in,6
kriisist,väljumine,n,6
ameeriklannast,abikaasa,n,6
kõrgusest,torn,el,6
taanlasest,ründaja,n,6
lätlasest,leegionär,g,6
brasiillasest,ründaja,g,6
augustist,november,ter,6
koostööst,keeldumine,n,6
keskerakondlasest,juht,n,6
projektist,loobumine,n,6
normist,kõrvalekalle,n,6
materjalist,toode,n,6
kummist,mänguasi,n,6
prantslasest,maailmameister,n,6
klaasist,kõrghoone,n,6
volikogust,lahkumine,tr,6
bändist,lahkumine,p,6
kroonist,loobumine,n,6
indialasest,peaminister,g,6
arstist,abikaasa,n,6
puidust,laud,n,6
keskerakondlasest,abilinnapea,all,6
konkursist,osa,n,6
asjast,arusaamine,n,6
soost,inimene,kom,6
prantslasest,poolkaitsja,g,6
kullast,ehe,p,6
rahvusest,isik,ad,6
jugoslaavlasest,äär,n,6
leedulasest,liider,n,6
riigist,väljumine,ad,6
näitlejast,elukaaslane,n,6
itaallasest,peatreener,g,6
keelest,tõlkimine,ad,6
vastassoost,sõber,g,6
linnast,kilomeeter,n,6
tippspordist,lahkumine,el,6
sotsiaaldemokraadist,europarlament,g,6
näitlejast,isa,n,6
materjalist,kott,n,6
suust,kuuldu,es,6
rahvusest,mängija,n,6
soomlasest,ärimees,n,6
tubakast,loobumine,g,6
spordist,loobumine,all,6
terasest,katus,g,6
liidust,väljaastumine,g,6
keelest,arusaamine,n,6
rahvusest,mängija,p,6
nimekirjast,kustutamine,n,6
alustamisest,keeldumine,g,6
asjast,rääkimine,n,6
andmisest,keeldumine,ad,6
võistlusest,osavõtt,tr,6
venelannast,naine,n,6
vanglast,jooks,in,6
eestlasest,ajakirjanik,n,6
serblasest,politseinik,p,6
mäest,laskumine,n,6
tootmisest,kõrvaldamine,p,6
kogutoodangust,ühendus,in,6
lepingust,lahtiütlemine,p,6
eestlasest,tagamängija,g,6
metallist,keerdtrepp,g,6
kolmapäevast,esmaspäev,ter,6
haigusest,vabanemine,tr,6
ametist,tagasiastumine,el,6
puidust,pink,n,6
lihast,vend,p,6
esitamisest,loobumine,n,6
kvaliteedialast,tegevus,p,6
paarist,päev,el,6
soost,isik,kom,6
õiguserikkujast,nimi,n,6
eelnõust,teavitamine,g,6
advokatuurist,väljaarvamine,g,6
rahvusest,nooruk,p,6
aastast,emeriitprofessor,n,6
kandideerimisest,loobumine,p,6
maksmisest,vabastamine,p,6
päritolust,informeerimine,g,6
direktiivist,teatamine,p,6
liiklusõnnetusest,teatamine,g,6
tollimaksust,vabastamine,n,6
paekivist,müür,n,6
alkohoolikust,ema,n,6
ühisstardist,sõit,all,6
suhkrust,kondiitritoode,n,6
partiist,keeldumine,g,6
respublikaanist,riigikogulane,n,6
jõest,tapetu,es,6
hinnast,piir,ad,6
klaasist,nõu,n,6
tehingust,loobumine,n,6
isamaaliitlasest,liige,g,6
võimuliidust,lahkumine,g,6
rootslasest,ründaja,n,6
metallist,mahtlastikonteiner,ill,6
võtmisest,keeldumine,n,6
otsusest,teatamine,n,6
täitmisest,keeldumine,n,6
imporditollimaksust,vabastamine,n,6
väeosast,lahkumine,n,6
kasutamisest,loobumine,p,6
meessoost,isik,ad,6
riigieelarvest,finantseerimine,n,6
suitsetamisest,loobumine,ad,6
alumiiniumist,korpus,n,6
tulumaksust,loobumine,n,6
osalusest,loobumine,n,6
isikust,väärtpaberikonto,g,6
veojõust,esiratas,all,6
haigusest,paranemine,p,6
vastassoost,sõber,n,6
keelest,võõrkeel,adt,6
õlekõrrest,haaramine,n,6
nimekirjast,kustutamine,p,6
eestlasest,pallur,n,6
keskerakondlasest,sotsiaalminister,n,6
naissoost,esindaja,n,6
itaallasest,ärimees,n,6
vastutusest,vabanemine,tr,6
riigieelarvest,raha,p,6
eraisikust,klient,all,6
aktsiisist,vabastamine,n,6
septembrist,november,ter,6
rahvusest,õpetaja,n,6
paaritunnist,sõit,p,6
talvesõjast,osavõtnu,el,6
residendist,isik,g,6
isikust,tööandja,n,6
eestlasest,juhataja,n,6
politseiprefektuurist,kuldmedal,n,6
standardsordist,sisaldus,kom,6
isikust,taotleja,g,6
plika_tartust,asi,n,6
hommikust,dimka,n,6
kohast,pts,n,6
enamikust,maa,el,5
rahast,loobumine,n,5
aastast,kirjanik,n,5
invaliidist,naine,n,5
lisest,osalus,el,5
dissidendist,kirjanik,n,5
erakonnast,lahkumine,n,5
maist,detsember,ter,5
kaitseteenistusest,kõrvalehoidmine,g,5
süsteemist,loobumine,n,5
unest,ärkamine,n,5
isamaaliitlasest,linnavolikogu,g,5
katastroofist,elu,kom,5
kunstnikust,sõber,n,5
soost,ärimees,p,5
klaasist,taies,n,5
vildist,kübar,n,5
õpetajast,isa,n,5
ärimaast,elamumaa,tr,5
sadamast,sadam,ill,5
sotsiaaldemokraadist,president,n,5
jahist,osavõtja,n,5
peegelklaasist,fassaad,kom,5
teismelisest,tüdruk,el,5
septembrist,jõulud,ter,5
vanglast,vabastamine,kom,5
karikast,ilmajäämine,n,5
märtsist,märts,ter,5
merepõhjast,pind,all,5
konkursist,osavõtja,p,5
toomapäevast,jõulud,ill,5
soomlasest,volinik,n,5
itaallasest,treener,g,5
konservatiivist,rahandusminister,n,5
üleminekust,loobumine,g,5
kellakeeramisest,loobumine,n,5
eestlasest,autojuht,n,5
kodanikust,naine,n,5
keskerakondlasest,eksabilinnapea,n,5
õpetajast,abikaasa,g,5
suitsiiditerroristist,naine,n,5
keelust,kinnipidamine,g,5
konservatiivist,kantsler,n,5
olukorrast,tulemine,tr,5
perest,pere,ill,5
huvialast,tegevus,p,5
festivalist,osavõtja,n,5
varast,loobumine,p,5
märtsist,aprill,ter,5
tsiviilisikust,president,n,5
aastast,õpetaja,n,5
presidendist,isa,n,5
haigusest,paranemine,g,5
otsast,alustamine,p,5
raamatupidajast,nooremleitnant,adt,5
kivist,katus,n,5
aastast,lavastaja,n,5
riigieelarvest,palk,p,5
aprillist,august,ter,5
sõjaväest,kõrvalehoidmine,n,5
tudengist,poeg,n,5
pingest,vabanemine,tr,5
rauast,uks,n,5
sadamast,väljumine,ad,5
klassist,klass,adt,5
asjast,saamine,tr,5
troonist,loobumine,el,5
eestlasest,bussijuht,p,5
hädast,väljaaitamine,tr,5
prantslasest,mängujuht,n,5
klaasist,aken,kom,5
väärismetallist,ehe,p,5
papist,karp,n,5
maksmisest,vabastamine,tr,5
nahast,jalats,n,5
pingest,vabanemine,n,5
varakevadest,hilissügis,ter,5
äärmusest,äärmus,adt,5
rootslasest,reisija,n,5
lepingust,loobumine,tr,5
voodist,tõusmine,p,5
kaotusseisust,pääsemine,n,5
alagrupist,edasipääs,tr,5
lastearstist,ema,n,5
ühiskonnast,tulnu,all,5
riigist,mittelahkumine,g,5
koolipingist,tulnu,n,5
soost,noor,n,5
ametist,kangutamine,n,5
aastast,nõunik,n,5
eestlannast,naine,n,5
tuumaenergiast,loobumine,n,5
kangast,rõivas,n,5
elamisloast,keeldumine,n,5
sünnist,surm,ter,5
kuningast,isa,n,5
metallist,elektrijuhe,g,5
eestlasest,maailmameister,n,5
jugoslaavlasest,peatreener,n,5
pöörast,pidutsemine,p,5
eestlasest,proff,n,5
rahvusest,pensionär,g,5
sakslasest,lavastaja,n,5
vastassoost,isik,n,5
soost,kirjanik,n,5
keskerakondlasest,aselinnapea,n,5
esiuksest,sisenemine,p,5
kultuurist,osasaamine,g,5
summast,pool,n,5
ameeriklasest,peatreener,n,5
laagrist,osavõtja,n,5
residendist,vanem,n,5
aprillist,detsember,ter,5
vigastusest,taastumine,n,5
vabariiklasest,juht,n,5
lätlasest,treener,n,5
klaasist,vaatelift,n,5
muusikast,kirjutamine,n,5
treenerist,abikaasa,g,5
kivist,põrand,n,5
üksikisikust,ettevõtja,es,5
esikolmikust,väljajäämine,n,5
ameeriklasest,maailmameister,n,5
nahast,vutlar,n,5
lätlasest,sidemängija,n,5
reformierakondlasest,riigikoguliige,n,5
vedurist,kütus,p,5
norralasest,kapten,n,5
olukorrast,väljapääs,n,5
koalitsioonist,lahkumine,tr,5
koloniaalvõimust,vabanemine,g,5
riigieelarvest,kroon,p,5
malaislasest,pantvang,p,5
organisatsioonist,väljaheitmine,g,5
klaasist,katuseluuk,n,5
slaavlasest,paavst,n,5
koalitsioonist,lahkumine,el,5
tippspordist,lahkumine,g,5
võistlusest,osa,n,5
ukrainlasest,treener,n,5
troonist,loobumine,n,5
aastast,president,n,5
eestlasest,vang,p,5
rahvusest,õpilane,n,5
soost,kodanik,p,5
võimust,loobumine,n,5
kassast,sularaha,n,5
puidust,toode,g,5
rahvusest,poliitik,n,5
riigist,võõrandumine,n,5
vigastusest,paranemine,n,5
kodanlasest,aadlimees,p,5
soomlasest,liige,g,5
üksikisikust,ettevõtja,p,5
pronksist,kotkas,n,5
õppetööst,aeg,ad,5
leedulasest,leegionär,g,5
traadist,võrk,n,5
metallist,prügikast,n,5
eluruumist,väljatõstmine,tr,5
ringist,edasipääsemine,n,5
kodanikust,marurahvuslane,n,5
pealinnast,põhi,g,5
nõudeõigusest,loobumine,p,5
ukrainlasest,kaitsja,n,5
ametist,vabanemine,p,5
pronksist,monument,n,5
lauljannast,abikaasa,n,5
verest,inimene,n,5
sõjaväest,kõrvalehoidmine,g,5
lätlasest,ründaja,n,5
tööst,loobumine,p,5
mandaadist,loobumine,p,5
serblasest,talumees,g,5
parteist,väljaviskamine,n,5
trahvist,pääsemine,tr,5
prantslasest,ründaja,n,5
maist,vara,p,5
lapsest,loobumine,tr,5
brasiillasest,piloot,n,5
näljast,tudeng,p,5
andmisest,keeldumine,all,5
haigusest,hoidumine,tr,5
vihmast,tee,ad,5
meessoost,liige,n,5
klaasist,ese,n,5
häbelikkusest,vabastamine,g,5
lätlasest,tsenter,g,5
staatusest,loobumine,p,5
kaunitarist,tütar,n,5
kullast,rist,n,5
puidust,mööbel,n,5
ameeriklasest,võõrleegionär,n,5
vihmast,rada,ad,5
eraisikust,annetaja,n,5
leedulasest,agent,n,5
metallist,osa,n,5
punaarmeelasest,kilpkonn,n,5
rahvusest,klient,n,5
rahvusest,pallur,p,5
kaalust,allavõtmine,g,5
pangast,lahkumine,g,5
venelasest,sõber,n,5
eestlasest,palgasõdur,n,5
kellast,kell,ter,5
hotellist,lahkumine,p,5
puidust,seinapaneel,n,5
soomlasest,sõber,n,5
kasetohust,sootee,n,5
minevikust,tulevik,p,5
puust,uks,n,5
kaalust,võtmine,tr,5
venelasest,tagamängija,g,5
puidust,põrand,n,5
ungarlasest,olümpiahõbe,n,5
rahvaliitlasest,regionaalminister,n,5
armukadedusest,piitsutatu,es,5
rikkumisest,teatamine,n,5
muusikust,abikaasa,n,5
erakonnakaaslasest,abilinnapea,n,5
elust,raamat,n,5
paberist,voltimine,n,5
eraisikust,investor,n,5
metallist,sõrmus,n,5
konservatiivist,parlamendiliige,n,5
vaesusest,väljarabelemine,tr,5
ajateenistusest,loobumine,g,5
vigastusest,paranenu,es,5
majanduskriisist,väljatoomine,tr,5
pensionärist,elanik,n,5
ohvitserist,isa,n,5
alkoholist,loobumine,n,5
loodest,kagu,ill,5
demokraadist,kongresmen,g,5
normist,kõrvalekaldumine,g,5
koolist,põhjus,ab,5
kaitseväest,jooks,in,5
eestlannast,abikaasa,g,5
hääletusest,osa,n,5
internetist,kaup,g,5
klubist,lahkumine,n,5
eestlasest,abikaasa,n,5
sõidukist,möödumine,n,5
ameeriklasest,astronaut,n,5
kraadist,saar,ad,5
rahvusest,turist,n,5
mäest,laskumine,p,5
eestlasest,fänn,n,5
politseiteenistusest,lahkumine,p,5
aprillist,november,ter,5
läänest,tulnu,all,5
trepist,ülesminek,n,5
eestlasest,äär,n,5
tammepuust,uks,g,5
tulumaksust,loobumine,g,5
soost,mängija,n,5
prantslasest,väravavaht,n,5
leedulasest,poolkaitsja,g,5
majast,lahkumine,ad,5
terasest,pann,n,5
põhikoolist,gümnaasium,g,5
sotsiaaldemokraadist,parlamendiliige,n,5
respublikaanist,rahandusminister,n,5
naissoost,troonipärija,n,5
keskerakondlasest,juht,g,5
parteist,väljaheitmine,n,5
treenerist,isa,g,5
registreerimisest,keeldumine,tr,5
venelasest,ründaja,n,5
kullast,meenemünt,g,5
keskerakondlasest,rahvasaadik,n,5
konservatiivist,president,g,5
poliitikust,ärimees,n,5
kommunistist,kuberner,n,5
rahatrahvist,vabadusekaotus,ter,5
soomlasest,leegionär,n,5
rahvusest,mees,kom,5
eraldistardist,klassikasõit,p,5
nahast,jope,g,5
vanglast,põgenemine,in,5
pärisorjusest,vabastamine,g,5
võlast,pank,all,5
kaalust,mahavõtmine,g,5
tööjõust,väljumine,g,5
fraktsioonist,lahkumine,tr,5
tammepuust,kirst,n,5
näost,kohtumine,n,5
poest,väljumine,ad,5
miljardärist,omanik,n,5
koosolekust,osavõtja,g,5
klaasist,uks,g,5
nahast,kott,n,5
joodikust,mees,n,5
kilest,varikatus,n,5
novembrist,detsember,ter,5
aprillist,kroon,p,5
laost,väljastamine,g,5
eestlasest,pedofiil,g,5
klaasist,hoone,n,5
narkomaanist,ema,n,5
isamaaliitlasest,liige,p,5
kangast,kostüüm,n,5
enesetapjast,pommipanija,n,5
korgist,toode,n,5
tekstiilist,valmistoode,n,5
ettevõttest,importimine,g,5
fondist,abi,g,5
cif-hinnast,ühendus,g,5
tekstiilmaterjalist,kaubaartikkel,g,5
metallist,kaubaartikkel,g,5
allkirjast,vabastamine,n,5
miinimumhinnast,hind,kom,5
rahvusest,neiu,n,5
poolakast,keskmängija,n,5
aprillist,liikmesriik,n,5
tootmisest,kõrvalejätmine,p,5
sotsialistist,linnapea,n,5
aastast,asepresident,n,5
miljardärist,mässaja,n,5
oktoobrist,november,ter,5
tonnist,lumi,el,5
soomlasest,ettevõtja,n,5
konkursist,osavõtja,g,5
tegemisest,keeldumine,g,5
advokatuurist,väljaheitmine,n,5
tööst,osavõtt,g,5
kaebusest,loobumine,g,5
sõidukist,väljalaskmine,tr,5
riigilõivust,vabastamine,n,5
maksmisest,kõrvalehoidumine,n,5
alustamisest,teatamine,n,5
polüuretaanist,ratas,n,5
vanglast,mobiiltelefon,kom,5
poliitikast,lahkumine,g,5
otsusest,teavitamine,n,5
registrist,väljastamine,g,5
impordist,ühendus,adt,5
autost,lahkumine,p,5
reformierakondlasest,minister,n,5
ühendusest,eksportimine,g,5
võimuliidust,lahkumine,el,5
hääletamisest,hoidumine,n,5
otsusest,teatamine,p,5
kohast,toetus,p,5
puudumisest,teatamine,tr,5
olemusest,arusaamine,tr,5
kokkuleppest,taganemine,n,5
residendist,üksus,tr,5
